118,95.83%,95.65%,678 134,6/6,619 90,4/6,972 167,6/6,823 84,6/6,716 197,5/6,642 90,5/6,860 181,6/6,818 195,6/6,751 133,12/12,831 224,10/12,772 203,11/12,761 182,11/12
119,97.91%,65.95%,659 270,5/6,665 42,3/6,984 233,4/6,1110 0,1/6,859 267,4/6,864 309,5/6,716 326,5/6,789 74,4/6,734 299,6/12,847 238,7/12,824 199,8/12,790 326,10/12
120,89.58%,76.74%,603 78,6/6,678 141,2/6,878 265,4/6,804 308,4/6,687 203,4/6,965 255,2/6,928 280,5/6,1040 252,6/6,683 227,10/12,812 250,6/12,898 291,10/12,938 274,7/12
121,97.91%,27.65%,571 113,3/6,nan nan,0/6,nan nan,0/6,553 0,1/6,731 0,1/6,463 0,1/6,550 163,4/6,711 153,3/6,567 98,4/12,nan nan,0/12,716 132,4/12,533 150,5/12
122,97.91%,29.78%,756 0,1/6,1129 263,4/6,nan nan,0/6,726 49,2/6,581 158,2/6,864 190,2/6,533 0,1/6,452 364,2/6,736 43,3/12,1129 263,4/12,516 288,4/12,754 220,3/12
123,87.5%,26.19%,nan nan,0/6,746 0,1/6,923 0,1/6,nan nan,0/6,789 0,1/6,766 34,3/6,809 323,3/6,870 399,2/6,nan nan,0/12,834 88,2/12,843 328,3/12,788 230,6/12
124,95.83%,93.47%,623 112,6/6,653 90,6/6,832 245,5/6,815 146,6/6,774 108,5/6,891 241,6/6,1003 247,5/6,1038 230,4/6,719 162,12/12,734 199,11/12,891 217,9/12,942 250,11/12
125,91.66%,40.90%,690 56,2/3,701 0,1/3,1090 177,2/3,nan nan,0/3,nan nan,0/3,786 0,1/3,680 0,1/3,868 33,2/3,690 56,2/6,960 234,3/6,868 33,2/6,733 53,2/6
126,95.83%,86.95%,724 93,2/3,711 238,2/3,920 193,3/3,1105 210,3/3,596 18,3/3,654 7,2/3,556 64,2/3,920 188,3/3,953 255,5/6,836 235,5/6,758 210,6/6,605 67,4/6
127,91.66%,50.0%,1056 0,1/3,836 298,2/3,754 0,1/3,1353 0,1/3,1119 0,1/3,840 183,2/3,1478 0,1/3,1066 250,2/3,1204 148,2/6,809 246,3/6,1083 205,3/6,1052 336,3/6
128,75.0%,27.77%,182 0,1/3,nan nan,0/3,nan nan,0/3,287 0,1/3,324 0,1/3,nan nan,0/3,265 0,1/3,817 0,1/3,234 52,2/6,nan nan,0/6,570 247,2/6,265 0,1/6
129,95.83%,78.26%,653 85,3/3,1000 245,2/3,919 240,2/3,861 249,2/3,965 117,3/3,769 0,1/3,1038 267,3/3,638 141,2/3,736 199,5/6,959 246,4/6,834 205,5/6,970 259,4/6
